# measured optical dielectric function eps_r = eps1 + i*eps2 for single-crystal
# gold.
# https://journals.aps.org/prb/abstract/10.1103/PhysRevB.86.235147
# E (eV)    lambda (µm) eps1        eps2        n           k
4.133E+00	3.000E-07	-8.964E-01	5.708E+00	1.562E+00	1.827E+00
3.999E+00	3.100E-07	-7.807E-01	5.909E+00	1.609E+00	1.836E+00
3.874E+00	3.200E-07	-6.334E-01	5.991E+00	1.642E+00	1.825E+00
3.757E+00	3.300E-07	-5.130E-01	5.974E+00	1.656E+00	1.804E+00
3.647E+00	3.400E-07	-4.588E-01	5.887E+00	1.650E+00	1.784E+00
3.542E+00	3.500E-07	-4.937E-01	5.769E+00	1.627E+00	1.773E+00
3.444E+00	3.600E-07	-6.153E-01	5.672E+00	1.595E+00	1.778E+00
3.351E+00	3.700E-07	-7.881E-01	5.639E+00	1.566E+00	1.800E+00
3.263E+00	3.800E-07	-9.519E-01	5.679E+00	1.550E+00	1.832E+00
3.179E+00	3.900E-07	-1.052E+00	5.758E+00	1.549E+00	1.858E+00
3.100E+00	4.000E-07	-1.076E+00	5.810E+00	1.554E+00	1.869E+00
3.024E+00	4.100E-07	-1.061E+00	5.781E+00	1.552E+00	1.863E+00
2.952E+00	4.200E-07	-1.070E+00	5.673E+00	1.533E+00	1.850E+00
2.883E+00	4.300E-07	-1.128E+00	5.535E+00	1.503E+00	1.841E+00
2.818E+00	4.400E-07	-1.194E+00	5.404E+00	1.473E+00	1.834E+00
2.755E+00	4.500E-07	-1.210E+00	5.242E+00	1.444E+00	1.815E+00
2.695E+00	4.600E-07	-1.189E+00	4.963E+00	1.399E+00	1.774E+00
2.638E+00	4.700E-07	-1.225E+00	4.519E+00	1.315E+00	1.719E+00
2.583E+00	4.800E-07	-1.421E+00	3.954E+00	1.179E+00	1.677E+00
2.530E+00	4.900E-07	-1.816E+00	3.370E+00	1.003E+00	1.680E+00
2.480E+00	5.000E-07	-2.377E+00	2.856E+00	8.181E-01	1.745E+00
2.431E+00	5.100E-07	-3.038E+00	2.453E+00	6.582E-01	1.863E+00
2.384E+00	5.200E-07	-3.737E+00	2.158E+00	5.376E-01	2.007E+00
2.339E+00	5.300E-07	-4.440E+00	1.946E+00	4.515E-01	2.155E+00
2.296E+00	5.400E-07	-5.130E+00	1.791E+00	3.897E-01	2.298E+00
2.254E+00	5.500E-07	-5.807E+00	1.673E+00	3.437E-01	2.434E+00
2.214E+00	5.600E-07	-6.473E+00	1.578E+00	3.078E-01	2.563E+00
2.175E+00	5.700E-07	-7.133E+00	1.499E+00	2.790E-01	2.685E+00
2.138E+00	5.800E-07	-7.790E+00	1.431E+00	2.553E-01	2.803E+00
2.101E+00	5.900E-07	-8.448E+00	1.372E+00	2.353E-01	2.916E+00
2.066E+00	6.000E-07	-9.108E+00	1.322E+00	2.184E-01	3.026E+00
2.033E+00	6.100E-07	-9.771E+00	1.278E+00	2.040E-01	3.133E+00
2.000E+00	6.200E-07	-1.044E+01	1.240E+00	1.916E-01	3.237E+00
1.968E+00	6.300E-07	-1.111E+01	1.208E+00	1.809E-01	3.338E+00
1.937E+00	6.400E-07	-1.179E+01	1.181E+00	1.717E-01	3.438E+00
1.907E+00	6.500E-07	-1.247E+01	1.158E+00	1.638E-01	3.536E+00
1.879E+00	6.600E-07	-1.316E+01	1.140E+00	1.570E-01	3.632E+00
1.851E+00	6.700E-07	-1.386E+01	1.126E+00	1.511E-01	3.726E+00
1.823E+00	6.800E-07	-1.457E+01	1.115E+00	1.460E-01	3.819E+00
1.797E+00	6.900E-07	-1.528E+01	1.108E+00	1.417E-01	3.911E+00
1.771E+00	7.000E-07	-1.600E+01	1.104E+00	1.380E-01	4.002E+00
1.746E+00	7.100E-07	-1.672E+01	1.103E+00	1.348E-01	4.091E+00
1.722E+00	7.200E-07	-1.745E+01	1.105E+00	1.322E-01	4.180E+00
1.698E+00	7.300E-07	-1.819E+01	1.110E+00	1.300E-01	4.268E+00
1.675E+00	7.400E-07	-1.894E+01	1.117E+00	1.282E-01	4.354E+00
1.653E+00	7.500E-07	-1.970E+01	1.126E+00	1.268E-01	4.440E+00
1.631E+00	7.600E-07	-2.046E+01	1.137E+00	1.257E-01	4.525E+00
1.610E+00	7.700E-07	-2.123E+01	1.151E+00	1.248E-01	4.610E+00
1.590E+00	7.800E-07	-2.201E+01	1.166E+00	1.243E-01	4.694E+00
1.569E+00	7.900E-07	-2.280E+01	1.184E+00	1.239E-01	4.777E+00
1.550E+00	8.000E-07	-2.360E+01	1.203E+00	1.238E-01	4.859E+00
1.531E+00	8.100E-07	-2.440E+01	1.224E+00	1.239E-01	4.941E+00
1.512E+00	8.200E-07	-2.522E+01	1.247E+00	1.241E-01	5.023E+00
1.494E+00	8.300E-07	-2.604E+01	1.271E+00	1.245E-01	5.104E+00
1.476E+00	8.400E-07	-2.687E+01	1.297E+00	1.251E-01	5.185E+00
1.459E+00	8.500E-07	-2.770E+01	1.324E+00	1.258E-01	5.265E+00
1.442E+00	8.600E-07	-2.855E+01	1.353E+00	1.266E-01	5.345E+00
1.425E+00	8.700E-07	-2.940E+01	1.383E+00	1.275E-01	5.424E+00
